date,wind,temperature
2024-03-01-15,-0.5481178879737864,1.4105554938316414
2024-03-01-18,-0.7808748185634623,1.4105554938316414
2024-03-01-21,-0.4556801676750193,1.4105642437934944
2024-03-02-00,0.5748129129409779,1.410577368736274
2024-03-02-03,1.7631797432899463,1.4105817437172006
2024-03-02-06,2.351127469539641,1.4105817437172006
2024-03-02-09,1.8492626845836626,1.410568618774421
2024-03-02-12,0.5439024209976185,1.410559868812568
2024-03-02-15,-0.4380442500114451,1.410551118850715
2024-03-02-18,-0.7726615726947794,1.4105554938316414
2024-03-02-21,-0.6117702126503001,1.4105642437934944
2024-03-03-00,0.33387184739112746,1.4105729937553475
2024-03-03-03,1.5748672306537617,1.4105817437172006
2024-03-03-06,2.3540438532829273,1.410577368736274
2024-03-03-09,2.066970598697661,1.410568618774421
2024-03-03-12,0.8365967273712147,1.410559868812568
2024-03-03-15,-0.3062512278556834,1.4105554938316414
2024-03-03-18,-0.7612143695354471,1.4105554938316414
2024-03-03-21,-0.712231296300889,1.4105642437934944
2024-03-04-00,0.10455662012100116,1.410577368736274
2024-03-04-03,1.3359176158905017,1.4105817437172006
2024-03-04-06,2.262566131353377,1.410577368736274
2024-03-04-09,2.206812787055968,1.410568618774421
2024-03-04-12,1.1124920547008503,1.410559868812568
2024-03-04-15,-0.16358065009117229,1.4105554938316414
2024-03-04-18,-0.7332136452198038,1.4105554938316414
2024-03-04-21,-0.7608068168163309,1.4105642437934944
2024-03-05-00,-0.08993402123451336,1.4105729937553475
2024-03-05-03,1.0936215698719014,1.410577368736274
2024-03-05-06,2.126063096523284,1.410577368736274
2024-03-05-09,2.2819599509239183,1.410568618774421
2024-03-05-12,1.353748708963393,1.410559868812568
2024-03-05-15,-0.01404254436493023,1.4105554938316414
2024-03-05-18,-0.6784236073493967,1.4105554938316414
2024-03-05-21,-0.7781807363033304,1.4105642437934944
2024-03-06-00,-0.22918539047241313,1.4105729937553475
2024-03-06-03,0.9020446658134449,1.4105817437172006
2024-03-06-06,1.999687349796294,1.410577368736274
2024-03-06-09,2.318996304273604,1.410568618774421
2024-03-06-12,1.5407962203025807,1.410559868812568
2024-03-06-15,0.1445894122123708,1.410551118850715
2024-03-06-18,-0.6127275645732889,1.4105554938316414
2024-03-06-21,-0.7823442578315745,1.4105642437934944
2024-03-07-00,-0.3496145725250254,1.410577368736274
2024-03-07-03,0.7293653726577748,1.4105817437172006
2024-03-07-06,1.8771893084049212,1.4105817437172006
2024-03-07-09,2.3374036610126483,1.410568618774421
2024-03-07-12,1.7011840939521778,1.410559868812568
2024-03-07-15,0.35569444298744096,1.4105554938316414
2024-03-07-18,-0.521268367767335,1.410559868812568
2024-03-07-21,-0.7789951801300058,1.410568618774421
2024-03-08-00,-0.49426403045654393,1.410577368736274
2024-03-08-03,0.5155311942100514,1.4105817437172006
2024-03-08-06,1.717267870903014,1.4105817437172006
2024-03-08-09,2.3527365088462817,1.410568618774421
2024-03-08-12,1.903596210479735,1.410559868812568
2024-03-08-15,0.6159704446792592,1.4105554938316414
2024-03-08-18,-0.4056643187999735,1.410559868812568
2024-03-08-21,-0.7698378145694742,1.410568618774421
2024-03-09-00,-0.6560703992843637,1.410577368736274
2024-03-09-03,0.2649272918701161,1.4105817437172006
2024-03-09-06,1.5193811774253834,1.4105817437172006
2024-03-09-09,2.3523514509201036,1.410568618774421
2024-03-09-12,2.1275775253772724,1.410559868812568
2024-03-09-15,0.9206802785396565,1.4105554938316414
2024-03-09-18,-0.2681490182876597,1.410559868812568
2024-03-09-21,-0.7578725695610056,1.410568618774421
